auc,accuracy,f1,latency_ms_per_sample,model_size_mb,model,seed
0.9222190614088888,0.8624233383059837,0.6955245781364637,0.04626179998740554,0.2951202392578125,xgboost,42
0.9225052978725341,0.8634178683905188,0.7012327773749093,0.018772700009867548,0.3216896057128906,lightgbm,42
0.9019159622673336,0.8468423669816012,0.662033650329188,0.0009653300046920777,0.0016164779663085938,logistic,42
